C_CODI_CANDIDATO,CANDIDATO,NUMLISTA,TOTAL_VOTOS,departamento,partido
00003141,ANA LUZMILA ARACAYO QUISPE,2,"1,659",PUNO,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00003142,WALTER ENRIQUE MONROY PINTO,3,"2,897",PUNO,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00003143,IRMA AROAPAZA CLAVITEA,4,"1,036",PUNO,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00003144,ROGELIO PASCUAL QUISPE MAMANI,5,654,PUNO,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00003145,JOSEFA INQUILLA BELIZARIO,6,116,PUNO,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00003098,MARTA NELLY ANCCO CHALCO DE HURTADO,1,"2,853",PUNO,PARTIDO MORADO
00003099,JULIO RONALD MERMA MERMA,2,765,PUNO,PARTIDO MORADO
00003100,PAMELA VALERIA LUDEÑA QUILCA,3,"1,247",PUNO,PARTIDO MORADO
00003101,EDISON RICKERTS CARI MUÑOZ,4,"1,006",PUNO,PARTIDO MORADO
00003102,FATIMA CALDERON BUSTINZA,5,590,PUNO,PARTIDO MORADO
00003103,JUAN CARLOS LEBON RAMOS,6,146,PUNO,PARTIDO MORADO
,,1,0,PUNO,PERU PATRIA SEGURA
,,2,0,PUNO,PERU PATRIA SEGURA
,,3,0,PUNO,PERU PATRIA SEGURA
,,4,0,PUNO,PERU PATRIA SEGURA
,,5,0,PUNO,PERU PATRIA SEGURA
,,6,0,PUNO,PERU PATRIA SEGURA
00003068,PAUL APAZA COYLA,1,"2,186",PUNO,VICTORIA NACIONAL
00003069,GLADYS MARUJA TORRES CONDORI,2,"1,809",PUNO,VICTORIA NACIONAL
00003070,LEONIDAS SALLUCA HUARAYA,3,"1,976",PUNO,VICTORIA NACIONAL
00003071,  ,4,176,PUNO,VICTORIA NACIONAL
00003072,PEDRO ROGER CACERES BARRIONUEVO,5,"1,127",PUNO,VICTORIA NACIONAL
00003073,ZAIRA ESTELA SILVA GAMBOA,6,63,PUNO,VICTORIA NACIONAL
00003062,JORGE LUIS FLORES ANCACHI,1,"20,024",PUNO,ACCION POPULAR
00003063,ARMIDA ISIA LARICO,2,"9,965",PUNO,ACCION POPULAR
00003064,ELMER QUISPE CAHUI,3,"18,773",PUNO,ACCION POPULAR
00003065,MARIA LOURDES LLANO FLORES,4,"8,869",PUNO,ACCION POPULAR
00003066,CARLOS JAVIER ZEBALLOS MADARIAGA,5,"19,317",PUNO,ACCION POPULAR
00003067,DANITZA FRISANCHO BERRIOS,6,"2,454",PUNO,ACCION POPULAR
00003092,URIEL ARCANGEL CONDORI YUJRA,1,"3,715",PUNO,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00003093,NILDA YANETH SUCA APAZA,2,"1,666",PUNO,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00003094,LUIS MIGUEL PINO PONCE,3,"4,397",PUNO,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00003095,  ,4,803,PUNO,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00003096,JOSE FARFAN ESTRADA,5,"3,626",PUNO,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00003097,ANGELICA KARINA PACORI PARICAHUA,6,"2,006",PUNO,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00003146,WILBERT MARIANO PORTUGAL MENENDEZ,1,"2,454",PUNO,PODEMOS PERU
00003147,  ,2,"1,453",PUNO,PODEMOS PERU
00003148,PORFIRIO VARGAS QUISPE,3,719,PUNO,PODEMOS PERU
00003149,YENNY VELASQUEZ CALLA,4,"2,078",PUNO,PODEMOS PERU
00003150,JORGE ENRIQUE SOTOMAYOR PERALES,5,"3,739",PUNO,PODEMOS PERU
00003151,DINA NATTY ROMERO SALCEDO,6,370,PUNO,PODEMOS PERU
00003122,LUIS BUTRON CASTILLO,1,"9,263",PUNO,JUNTOS POR EL PERU
00003123,ELISABETH VILCA TICONA,2,"3,081",PUNO,JUNTOS POR EL PERU
00003124,GONZALO GREGORIO SALAS CHARCA,3,"1,737",PUNO,JUNTOS POR EL PERU
00003125,PATRICIA DEL CARMEN BARRA HINOJOSA,4,707,PUNO,JUNTOS POR EL PERU
00003126,RICHARD FREDDY GONZALES SALCEDO,5,"2,042",PUNO,JUNTOS POR EL PERU
00003127,  ,6,141,PUNO,JUNTOS POR EL PERU
00003158,JUAN LARICO VERA,1,887,PUNO,PARTIDO POPULAR CRISTIANO - PPC
00003159,BETTY JEANETT RAMIREZ ATENCIO DE FLORES,2,328,PUNO,PARTIDO POPULAR CRISTIANO - PPC
00003160,EDGAR JACINTO INCACARI SANCHO,3,278,PUNO,PARTIDO POPULAR CRISTIANO - PPC
00003161,  ,4,46,PUNO,PARTIDO POPULAR CRISTIANO - PPC
00003162,JORGE LUIS ARAPA CUTIPA,5,224,PUNO,PARTIDO POPULAR CRISTIANO - PPC
00003163,LENKA VERUSHKA ORTEGA TOLEDO,6,31,PUNO,PARTIDO POPULAR CRISTIANO - PPC
00003116,FAUSTINO REYNALDO LIMACHE RIVAS,1,"2,012",PUNO,FUERZA POPULAR
00003117,ELISA YOLANDA CHAMBILLA FLORES,2,959,PUNO,FUERZA POPULAR
00003118,MAURO VELARDE FUENTES,3,565,PUNO,FUERZA POPULAR
00003119,TERESA DE JESUS PARIONA REYNOSO,4,179,PUNO,FUERZA POPULAR
00003120,MIGUEL LARICO PARI,5,747,PUNO,FUERZA POPULAR
00003121,SINDY ROXANA RIMAY PELAEZ,6,51,PUNO,FUERZA POPULAR
00003080,MARITZA VALERA FLORES,1,"2,524",PUNO,UNION POR EL PERU
00003081,SAULO NICOLAS APAZA QUISPE,2,"2,249",PUNO,UNION POR EL PERU
00003082,DINA IRENE HANCCO HANCCO,3,"1,328",PUNO,UNION POR EL PERU
00003083,ADRIAN SUCAPUCA PAYEHUANCA,4,"1,294",PUNO,UNION POR EL PERU
00003084,EDITH GISELA PACORI BORDA,5,663,PUNO,UNION POR EL PERU
00003085,ALVARO PERALTA TURPO,6,"2,969",PUNO,UNION POR EL PERU
00003104,SERGIO MAURICIO HUAMAN CERVANTES,1,"1,991",PUNO,RENOVACION POPULAR
00003105,  ,2,651,PUNO,RENOVACION POPULAR
00003106,GIL REIBEL CHARAJA MONTAÑO,3,"1,067",PUNO,RENOVACION POPULAR
00003107,MILAGROS YESENIA PACHECO VIZCARRA,4,"2,259",PUNO,RENOVACION POPULAR
00003108,ALEXIS MAX NIETO CCALLE,5,476,PUNO,RENOVACION POPULAR
00003109,  ,6,39,PUNO,RENOVACION POPULAR
00003110,ELOY RICHART HUACOTO ALVAREZ,1,501,PUNO,RENACIMIENTO UNIDO NACIONAL
00003111,PAULINA ESTOFANERO VARGAS,2,437,PUNO,RENACIMIENTO UNIDO NACIONAL
00003112,LUIS PAUCARA PAXI,3,202,PUNO,RENACIMIENTO UNIDO NACIONAL
00003113,EDITA EMELDA LAURA MAMANI,4,306,PUNO,RENACIMIENTO UNIDO NACIONAL
00003114,FERMIN MESTAS PACOMPIA,5,475,PUNO,RENACIMIENTO UNIDO NACIONAL
00003115,YENI ÑACA VIZA,6,218,PUNO,RENACIMIENTO UNIDO NACIONAL
00003074,HUGO MUÑOZ GUERRA,1,"2,671",PUNO,PARTIDO DEMOCRATICO SOMOS PERU
00003075,HERMINIA CHAMBILLA ACERO,2,"1,030",PUNO,PARTIDO DEMOCRATICO SOMOS PERU
00003076,NICOLAS LUZA FLORES,3,"2,346",PUNO,PARTIDO DEMOCRATICO SOMOS PERU
00003077,  ,4,177,PUNO,PARTIDO DEMOCRATICO SOMOS PERU
00003078,ORLANDO QUIROZ PERALTA,5,835,PUNO,PARTIDO DEMOCRATICO SOMOS PERU
00003079,MARTHA VELASQUEZ PEÑALOZA,6,76,PUNO,PARTIDO DEMOCRATICO SOMOS PERU
00003086,FLAVIO CRUZ MAMANI,1,"24,350",PUNO,PARTIDO POLITICO NACIONAL PERU LIBRE
00003087,NANCY ROSSEL ANGLES,2,"13,092",PUNO,PARTIDO POLITICO NACIONAL PERU LIBRE
00003088,OSCAR ZEA CHOQUECHAMBI,3,"26,335",PUNO,PARTIDO POLITICO NACIONAL PERU LIBRE
00003089,MARILU ZULEMA YANARICO APAZA,4,"3,623",PUNO,PARTIDO POLITICO NACIONAL PERU LIBRE
00003090,WILSON RUSBEL QUISPE MAMANI,5,"20,151",PUNO,PARTIDO POLITICO NACIONAL PERU LIBRE
00003091,  ,6,667,PUNO,PARTIDO POLITICO NACIONAL PERU LIBRE
00003152,  ,1,241,PUNO,DEMOCRACIA DIRECTA
00003153,  ,2,159,PUNO,DEMOCRACIA DIRECTA
00003154,HENRY FELIX LINARES CORNEJO,3,235,PUNO,DEMOCRACIA DIRECTA
00003155,SANDRA GISELA VELARDE RAMOS,4,71,PUNO,DEMOCRACIA DIRECTA
00003156,  ,5,112,PUNO,DEMOCRACIA DIRECTA
00003157,ALINA MORELIA TOLENTINO SALINAS,6,17,PUNO,DEMOCRACIA DIRECTA
00003134,MARIO FERNANDO BENAVENTE LLERENA,1,"5,246",PUNO,ALIANZA PARA EL PROGRESO
00003135,DILMA VELASQUEZ LLANO,2,"1,815",PUNO,ALIANZA PARA EL PROGRESO
00003136,ELVIS SANDRO CARI CANCAPA,3,"4,597",PUNO,ALIANZA PARA EL PROGRESO
00003137,ROXANA YANETH TIPULA MAYTA,4,855,PUNO,ALIANZA PARA EL PROGRESO
00003138,WALTER JILAPA SANTANDER,5,"3,181",PUNO,ALIANZA PARA EL PROGRESO
00003139,  ,6,102,PUNO,ALIANZA PARA EL PROGRESO
00003222,DINA DELGADO COLUNCHE,1,"1,681",SAN MARTIN,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00003223,EZEQUIEL BERRIOS BURGA,2,"2,450",SAN MARTIN,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00003224,MARCELINA LOAYZA ARRASCUE,3,"1,023",SAN MARTIN,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00003225,RUSBEL SANCHEZ SALDAÑA,4,896,SAN MARTIN,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00003226,ISAIAS MARTINEZ DELGADO,1,"1,245",SAN MARTIN,PARTIDO NACIONALISTA PERUANO
00003227,NAIKE SALLY ESPINOZA HUANSI,2,675,SAN MARTIN,PARTIDO NACIONALISTA PERUANO
00003228,JOSE WILLY CHIPANA VENTURA,3,305,SAN MARTIN,PARTIDO NACIONALISTA PERUANO
00003229,MARIEESTEL PEREZ GRANDEZ,4,55,SAN MARTIN,PARTIDO NACIONALISTA PERUANO
,,1,0,SAN MARTIN,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
,,2,0,SAN MARTIN,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
,,3,0,SAN MARTIN,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
,,4,0,SAN MARTIN,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00003190,KELY HUAMAN HEREDIA,1,872,SAN MARTIN,PARTIDO MORADO
00003191,JEAN CARLO MATHEWS DELGADO,2,587,SAN MARTIN,PARTIDO MORADO
00003192,  ,3,166,SAN MARTIN,PARTIDO MORADO
00003193,JOSEPH CARDENAS CHAVEZ,4,547,SAN MARTIN,PARTIDO MORADO
,,1,0,SAN MARTIN,PERU PATRIA SEGURA
,,2,0,SAN MARTIN,PERU PATRIA SEGURA
,,3,0,SAN MARTIN,PERU PATRIA SEGURA
,,4,0,SAN MARTIN,PERU PATRIA SEGURA
00003182,ROBERT LOPEZ LOPEZ,1,"1,710",SAN MARTIN,VICTORIA NACIONAL
00003183,CRISTINA TORRES PALOMINO,2,"1,614",SAN MARTIN,VICTORIA NACIONAL
00003184,SEGUNDO ANTONIO FLORES GONZALES,3,816,SAN MARTIN,VICTORIA NACIONAL
00003185,FRISTSY ENMA CHAVEZ BEJARANO,4,80,SAN MARTIN,VICTORIA NACIONAL
00003214,WALTER HUAMAN HIDALGO,1,"2,564",SAN MARTIN,ACCION POPULAR
00003215,KAROL IVETT PAREDES FONSECA,2,"4,143",SAN MARTIN,ACCION POPULAR
00003216,JUAN JOSE ROCHA LOPEZ,3,"3,595",SAN MARTIN,ACCION POPULAR
00003217,BLANCA DIAZ VELA,4,"1,871",SAN MARTIN,ACCION POPULAR
00003234,JULIO ABEL DEL AGUILA CARDENAS,1,"1,574",SAN MARTIN,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00003235,NORITH GRANDEZ OLORTEGUI,2,"2,736",SAN MARTIN,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00003236,ELMER JUNIOR GUEVARA SALDAÑA,3,"2,380",SAN MARTIN,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00003237,MILAGRITOS RIOS CHAVEZ,4,"2,293",SAN MARTIN,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00003178,ANTONIO ZALATIEL TERRONES BORREGO,1,"1,454",SAN MARTIN,PODEMOS PERU
00003179,MARY YANETH MARQUINA VALLE,2,712,SAN MARTIN,PODEMOS PERU
00003180,HITLER MONDRAGON FERNANDEZ,3,593,SAN MARTIN,PODEMOS PERU
00003181,SARA CONSUELO DIAZ REYNOSO,4,79,SAN MARTIN,PODEMOS PERU
00003198,DAVID ERACLIDES TAPULLIMA UPIACHIHUA,1,"1,109",SAN MARTIN,JUNTOS POR EL PERU
00003199,SANDRA ELISA MONGE MORALES,2,"1,924",SAN MARTIN,JUNTOS POR EL PERU
00003200,  ,3,332,SAN MARTIN,JUNTOS POR EL PERU
00003201,BERTHA ZELMITH DE SOUZA CANAYO,4,552,SAN MARTIN,JUNTOS POR EL PERU
00003170,MARCELINO AREVALO RAMIREZ,1,763,SAN MARTIN,PARTIDO POPULAR CRISTIANO - PPC
00003171,YUBIS IZQUIERDO DEL AGUILA,2,290,SAN MARTIN,PARTIDO POPULAR CRISTIANO - PPC
00003172,TILIO REATEGUI ARANDA,3,103,SAN MARTIN,PARTIDO POPULAR CRISTIANO - PPC
00003173,SAMMY ANGELICA VALENTIN ANTICONA,4,30,SAN MARTIN,PARTIDO POPULAR CRISTIANO - PPC
00003210,LUIS ARTURO ALEGRIA GARCIA,1,"2,050",SAN MARTIN,FUERZA POPULAR
00003211,JAQUELINE MARGOTH REATEGUI RAMIREZ,2,"1,442",SAN MARTIN,FUERZA POPULAR
00003212,CESAR ANIBAL ROMERO RAMIREZ,3,"1,367",SAN MARTIN,FUERZA POPULAR
00003213,YOVANA PATRICIA DIAZ VEGA,4,224,SAN MARTIN,FUERZA POPULAR
00003218,MULLER ALVEAR HUANCAS HUAMÁN,1,"1,023",SAN MARTIN,UNION POR EL PERU
00003219,RUTH HILDEBRANDT PINEDO,2,773,SAN MARTIN,UNION POR EL PERU
00003220,RENÁN SAAVEDRA SANDOVAL,3,740,SAN MARTIN,UNION POR EL PERU
00003221,MARIA ESTHER VALDIVIA ACUÑA,4,76,SAN MARTIN,UNION POR EL PERU
00003202,MARÍA PÍA SALINAS DE LA ROSA,1,"2,836",SAN MARTIN,RENOVACION POPULAR
00003203,ROBERTO MANUEL PAREJA GREY,2,"1,767",SAN MARTIN,RENOVACION POPULAR
00003204,MARIA ANITA CAMPOS ALTAMIRANO,3,369,SAN MARTIN,RENOVACION POPULAR
00003205,JANSI HAMILTON CHISTAMA GARCIA,4,863,SAN MARTIN,RENOVACION POPULAR
00003174,HOOVER RIOS ZUTA,1,75,SAN MARTIN,RENACIMIENTO UNIDO NACIONAL
00003175,MARIA DEL CARMEN RUBI MOSQUERA BUSTAMANTE,2,52,SAN MARTIN,RENACIMIENTO UNIDO NACIONAL
00003176,HUBER ISRAEL ORDOÑEZ VERASTEGUI,3,42,SAN MARTIN,RENACIMIENTO UNIDO NACIONAL
00003177,MARTHA ISABEL SAAVEDRA RAMIREZ,4,22,SAN MARTIN,RENACIMIENTO UNIDO NACIONAL
00003230,HECTOR RAUL ALVAREZ PANDURO,1,"2,603",SAN MARTIN,PARTIDO DEMOCRATICO SOMOS PERU
00003231,LIZ CHERIL TORRES REATEGUI,2,"2,118",SAN MARTIN,PARTIDO DEMOCRATICO SOMOS PERU
00003232,DENNIS MAXWELL MEDINA BARRETO,3,"2,559",SAN MARTIN,PARTIDO DEMOCRATICO SOMOS PERU
00003233,  ,4,95,SAN MARTIN,PARTIDO DEMOCRATICO SOMOS PERU
00003194,RAUL ESPIRITU CAVERO,1,"3,267",SAN MARTIN,PARTIDO POLITICO NACIONAL PERU LIBRE
00003195,LUCINDA VASQUEZ VELA,2,"7,320",SAN MARTIN,PARTIDO POLITICO NACIONAL PERU LIBRE
00003196,MIGUEL ANGEL CHACALIAZA DE LA CRUZ,3,"1,340",SAN MARTIN,PARTIDO POLITICO NACIONAL PERU LIBRE
00003197,ELOISA GOMEZ DEL AGUILA,4,381,SAN MARTIN,PARTIDO POLITICO NACIONAL PERU LIBRE
00003186,JACINTO CUNIA GARCIA,1,145,SAN MARTIN,DEMOCRACIA DIRECTA
00003187,DOLORES PINEDO GUERRERO,2,95,SAN MARTIN,DEMOCRACIA DIRECTA
00003188,FRANK KHENNDY LOPEZ VEGA,3,66,SAN MARTIN,DEMOCRACIA DIRECTA
00003189,NANCY AGUILAR DAMAZO,4,14,SAN MARTIN,DEMOCRACIA DIRECTA
00003206,GLENDA ROCIO MELLO PINEDO,1,"7,792",SAN MARTIN,ALIANZA PARA EL PROGRESO
00003207,  ,2,"2,464",SAN MARTIN,ALIANZA PARA EL PROGRESO
00003208,CHERYL TRIGOZO REÁTEGUI,3,"13,951",SAN MARTIN,ALIANZA PARA EL PROGRESO
00003209,ARTURO MALDONADO REATEGUI,4,"2,821",SAN MARTIN,ALIANZA PARA EL PROGRESO
00003238,ELVIS CLEMENTE ILLACHURA,1,"1,150",TACNA,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00003239,SABINA RAMOS LLICA,2,690,TACNA,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00003240,JACINTH ISMAEL BEJARANO SILVA,3,"1,339",TACNA,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00003241,LELIS PILCO APAZA,4,154,TACNA,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00002842,LIDIA APAZA JINEZ,1,353,TACNA,PARTIDO NACIONALISTA PERUANO
00002843,CESAR HIPOLITO IBAÑEZ POLO,2,512,TACNA,PARTIDO NACIONALISTA PERUANO
00002844,MARILYN ADRIANA RODRIGUEZ RAMOS,3,90,TACNA,PARTIDO NACIONALISTA PERUANO
00002845,  ,4,25,TACNA,PARTIDO NACIONALISTA PERUANO
00003254,JAVIER JESUS TORRES MAMANI,1,492,TACNA,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00003255,  ,2,110,TACNA,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00002808,  ,3,112,TACNA,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00002809,  ,4,16,TACNA,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00002822,JUAN PABLO PALZA GONZALEZ,1,"1,252",TACNA,PARTIDO MORADO
00002823,  ,2,371,TACNA,PARTIDO MORADO
00002824,RODRIGO AUGUSTO VILLANUEVA MORENO,3,"1,786",TACNA,PARTIDO MORADO
00002825,  ,4,60,TACNA,PARTIDO MORADO
00002830,ROBERT PERCA CHAHUA,1,349,TACNA,PERU PATRIA SEGURA
00002831,  ,2,43,TACNA,PERU PATRIA SEGURA
00002832,  ,3,48,TACNA,PERU PATRIA SEGURA
00002833,  ,4,9,TACNA,PERU PATRIA SEGURA
00002814,ABEL MARCIAL BOLAÑOS HERENCIA,1,"3,793",TACNA,VICTORIA NACIONAL
00002815,SILVIA ISABEL SAKURAY MONTALVO,2,"2,599",TACNA,VICTORIA NACIONAL
00002816,  ,3,232,TACNA,VICTORIA NACIONAL
00002817,  ,4,50,TACNA,VICTORIA NACIONAL
00002810,JAVIER MARCOS VELASQUEZ YUPANQUI,1,"6,023",TACNA,ACCION POPULAR
00002811,ANDREA GABRIELLE MONTERO GONZÁLEZ,2,"2,491",TACNA,ACCION POPULAR
00002812,LUIS ALFONSO GONZALEZ ASTETE,3,"2,144",TACNA,ACCION POPULAR
00002813,  ,4,162,TACNA,ACCION POPULAR
00002846,CORINNE ISABELLE FLORES LEMAIRE,1,"3,677",TACNA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00002847,LUIS ALBERTO SANCHEZ MALDONADO,2,"2,193",TACNA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00002848,MILCA ROSARIO VASQUEZ MAMANI,3,"1,487",TACNA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00002849,  ,4,113,TACNA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00002826,FLORENTINO LEONIDAS LIMACHE LUQUE,1,"4,597",TACNA,PODEMOS PERU
00002827,LEIDY CLARA DIAZ ARBILDO,2,"1,503",TACNA,PODEMOS PERU
00002828,JOEL SAUL CHINCHAZO MONTOYA,3,"6,437",TACNA,PODEMOS PERU
00002829,  ,4,133,TACNA,PODEMOS PERU
00002850,RALFO HUGO LIENDO GIL,1,"2,502",TACNA,JUNTOS POR EL PERU
00002851,ROSA HONORIA CHAMBE MAMANI,2,"2,134",TACNA,JUNTOS POR EL PERU
00002852,CESAR COPA TIJUTANI,3,"2,498",TACNA,JUNTOS POR EL PERU
00002853,ELENA DAYSI MAMANI CHINO,4,593,TACNA,JUNTOS POR EL PERU
00002834,LUIS ENRIQUE ANTONIO ALFARO CARCAMO,1,570,TACNA,PARTIDO POPULAR CRISTIANO - PPC
00002835,FLOR DE MARIA MIRANDA SOCASAIRE,2,302,TACNA,PARTIDO POPULAR CRISTIANO - PPC
00002836,  ,3,47,TACNA,PARTIDO POPULAR CRISTIANO - PPC
00002837,  ,4,18,TACNA,PARTIDO POPULAR CRISTIANO - PPC
00002862,HENRY GUILLERMO CURO CARDOSA,1,912,TACNA,FUERZA POPULAR
00002863,ELVIRA PETRONILA COLLANCA PAREDES,2,406,TACNA,FUERZA POPULAR
00002864,JUAN FRANCISCO RETAMOZO VILLAFUERTE,3,605,TACNA,FUERZA POPULAR
00002865,BERTHA VARGAS CONDORI,4,246,TACNA,FUERZA POPULAR
00003246,FREDY WILBERT BERNEDO QUISPE,1,"1,209",TACNA,UNION POR EL PERU
00003247,MAYELA QUISPE GAMARRA,2,902,TACNA,UNION POR EL PERU
00003248,MIGUEL TOMY BATISTA OSCOV,3,675,TACNA,UNION POR EL PERU
00003249,GLADYS INQUILLA LAQUI,4,540,TACNA,UNION POR EL PERU
00002838,TOMAS LAQUI VILLEGAS,1,"3,715",TACNA,RENOVACION POPULAR
00002839,LIZ SACHENKA GUTIERREZ ROJAS,2,"1,368",TACNA,RENOVACION POPULAR
00002840,REY DAVID CONDE VISA,3,388,TACNA,RENOVACION POPULAR
00002841,ANNA VANESSA DEL ROSARIO BOLAÑOS DELGADO,4,858,TACNA,RENOVACION POPULAR
00002818,YVAN FERRER ESPINOZA,1,123,TACNA,RENACIMIENTO UNIDO NACIONAL
00002819,MARIELA ELVIRA HUAMANI ACUÑA,2,71,TACNA,RENACIMIENTO UNIDO NACIONAL
00002820,  ,3,22,TACNA,RENACIMIENTO UNIDO NACIONAL
00002821,EDITH NORA CARDENAS PASTOR,4,14,TACNA,RENACIMIENTO UNIDO NACIONAL
00003250,EDGAR HERNAN TESILLO CHURA,1,"1,961",TACNA,PARTIDO DEMOCRATICO SOMOS PERU
00003251,  ,2,280,TACNA,PARTIDO DEMOCRATICO SOMOS PERU
00003252,  ,3,108,TACNA,PARTIDO DEMOCRATICO SOMOS PERU
00003253,BRIGITTE NICOLE GUTIERREZ CASTILLEJO,4,107,TACNA,PARTIDO DEMOCRATICO SOMOS PERU
00003242,BETSSY BETZABET CHAVEZ CHINO,1,"7,396",TACNA,PARTIDO POLITICO NACIONAL PERU LIBRE
00003243,FERNANDO MARIO HERRERA MAMANI,2,"5,383",TACNA,PARTIDO POLITICO NACIONAL PERU LIBRE
00003244,NIEVES ESMERALDA LIMACHI QUISPE,3,"2,756",TACNA,PARTIDO POLITICO NACIONAL PERU LIBRE
00003245,ISAAC MITA ALANOCA,4,"2,526",TACNA,PARTIDO POLITICO NACIONAL PERU LIBRE
00002854,EDGAR NELSON QUISPE FLORES,1,126,TACNA,DEMOCRACIA DIRECTA
00002855,  ,2,69,TACNA,DEMOCRACIA DIRECTA
00002856,HUGO RAMOS MENDOZA,3,326,TACNA,DEMOCRACIA DIRECTA
00002857,  ,4,25,TACNA,DEMOCRACIA DIRECTA
00002858,  ,1,"1,291",TACNA,ALIANZA PARA EL PROGRESO
00002859,GUZMAN FERNANDEZ DELGADO,2,"2,020",TACNA,ALIANZA PARA EL PROGRESO
00002860,RUTH QUISPE APAZA,3,496,TACNA,ALIANZA PARA EL PROGRESO
00002861,WILLIAMS EDGARDO FLORES ZAMUDIO,4,"1,887",TACNA,ALIANZA PARA EL PROGRESO
00002914,LUIS HINOSTROZA TIO,1,959,TUMBES,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00002915,MARLENY MARTHA YARANGA RAMIREZ DE URBINA,2,265,TUMBES,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00002916,RONIR CASTILLO ATOCHE,3,166,TUMBES,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00002917,ELSA DORIS LAMA DE RODRIGUEZ,4,27,TUMBES,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00002890,LOURDES DE LOS MILAGROS RAMIREZ TAVARA,1,211,TUMBES,PARTIDO NACIONALISTA PERUANO
00002891,LUIS ROLANDO RIVAS MERINO,2,41,TUMBES,PARTIDO NACIONALISTA PERUANO
00002892,LAURA CONSUELO LAZO OSORES,3,11,TUMBES,PARTIDO NACIONALISTA PERUANO
00002893,SAMUEL VICTOR BOLIVAR CUBAS,4,4,TUMBES,PARTIDO NACIONALISTA PERUANO
00002902,WALTER JOSE GUERRERO FERNANDEZ,1,"1,895",TUMBES,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00002903,DELIA EMPERATRIZ CORREA PEREZ,2,154,TUMBES,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00002904,MAXIMINO ISIDRO SALAZAR FARIAS,3,94,TUMBES,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00002905,  ,4,8,TUMBES,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00002922,CARLOS ALBERTO DEZA NAVARRETE,1,"1,197",TUMBES,PARTIDO MORADO
00002923,JANET CECILIA QUIROZ VARGAS,2,376,TUMBES,PARTIDO MORADO
00002924,SEGUNDO TEODULO FLORES FARFAN,3,"1,130",TUMBES,PARTIDO MORADO
00002925,NOEMI ROSILLO MEDINA,4,121,TUMBES,PARTIDO MORADO
,,1,0,TUMBES,PERU PATRIA SEGURA
,,2,0,TUMBES,PERU PATRIA SEGURA
,,3,0,TUMBES,PERU PATRIA SEGURA
,,4,0,TUMBES,PERU PATRIA SEGURA
00002882,TAMARA TATIANA PANDO EZCURRA,1,463,TUMBES,VICTORIA NACIONAL
00002883,LUIS MANUEL PORRAS ESTRADA,2,254,TUMBES,VICTORIA NACIONAL
