C_CODI_CANDIDATO,CANDIDATO,NUMLISTA,TOTAL_VOTOS,departamento,partido
00002335,  ,3,0,MOQUEGUA,JUNTOS POR EL PERU
00002336,  ,4,0,MOQUEGUA,JUNTOS POR EL PERU
00002417,MARIA ESTHER FLORES JORGE,1,168,MOQUEGUA,PARTIDO POPULAR CRISTIANO - PPC
00002418,  ,2,27,MOQUEGUA,PARTIDO POPULAR CRISTIANO - PPC
00002419,TAZIANA ALEJANDRA GHILARDI WENDORFF,3,18,MOQUEGUA,PARTIDO POPULAR CRISTIANO - PPC
00002420,  ,4,2,MOQUEGUA,PARTIDO POPULAR CRISTIANO - PPC
00002449,  ,1,146,MOQUEGUA,FUERZA POPULAR
00002450,  ,2,80,MOQUEGUA,FUERZA POPULAR
00002451,SIXTO ALBERTO TORRES AGREDA,3,181,MOQUEGUA,FUERZA POPULAR
00002452,  ,4,13,MOQUEGUA,FUERZA POPULAR
00002329,HECTOR JORGE ROJAS OCAMPO JIMENEZ,1,471,MOQUEGUA,UNION POR EL PERU
00002330,REYNA MARCELINA MAMANI LUIS,2,335,MOQUEGUA,UNION POR EL PERU
00002331,  ,3,38,MOQUEGUA,UNION POR EL PERU
00002332,MARY CRUZ ROSARIO RAMOS FLORES,4,100,MOQUEGUA,UNION POR EL PERU
00002445,GROVER FELIPE SANTOYO CCALLOHUARI,1,"1,030",MOQUEGUA,RENOVACION POPULAR
00002446,TEOFILA FRANCISCA ROMERO MAMANI,2,677,MOQUEGUA,RENOVACION POPULAR
00002447,RICARDO AMADEO TABOADA CARLIN,3,66,MOQUEGUA,RENOVACION POPULAR
00002448,NADIA ZARA MAMANI HERRERA,4,264,MOQUEGUA,RENOVACION POPULAR
00002337,DANIEL RAZURI AMPUDIA,1,20,MOQUEGUA,RENACIMIENTO UNIDO NACIONAL
00002338,KRUBSKAYA ELIZABETH ALARCON MEDINA,2,13,MOQUEGUA,RENACIMIENTO UNIDO NACIONAL
00002339,FELIPE VILLACORTA USCA,3,3,MOQUEGUA,RENACIMIENTO UNIDO NACIONAL
00002340,IRENE CASTRO QUILCA,4,0,MOQUEGUA,RENACIMIENTO UNIDO NACIONAL
00002341,JOSE OLIN APAZA,1,850,MOQUEGUA,PARTIDO DEMOCRATICO SOMOS PERU
00002342,YOLANDA CCALLATA CUEVA,2,754,MOQUEGUA,PARTIDO DEMOCRATICO SOMOS PERU
00002343,JORGE LUIS HUAMANI COAGUILA,3,64,MOQUEGUA,PARTIDO DEMOCRATICO SOMOS PERU
00002344,GLORIA GISELLE SALINAS GARCIA,4,25,MOQUEGUA,PARTIDO DEMOCRATICO SOMOS PERU
00002453,JORGE SAMUEL COAYLA JUAREZ,1,"3,249",MOQUEGUA,PARTIDO POLITICO NACIONAL PERU LIBRE
00002454,  ,2,766,MOQUEGUA,PARTIDO POLITICO NACIONAL PERU LIBRE
00002455,VICTOR RAUL CUTIPA CCAMA,3,"1,753",MOQUEGUA,PARTIDO POLITICO NACIONAL PERU LIBRE
00002456,  ,4,71,MOQUEGUA,PARTIDO POLITICO NACIONAL PERU LIBRE
00002325,  ,1,0,MOQUEGUA,DEMOCRACIA DIRECTA
00002326,  ,2,0,MOQUEGUA,DEMOCRACIA DIRECTA
00002327,  ,3,0,MOQUEGUA,DEMOCRACIA DIRECTA
00002328,  ,4,0,MOQUEGUA,DEMOCRACIA DIRECTA
00002433,JOHN LARRY COAYLA  ,1,"4,292",MOQUEGUA,ALIANZA PARA EL PROGRESO
00002434,  ,2,349,MOQUEGUA,ALIANZA PARA EL PROGRESO
00002435,ALFREDO EDGARDO CUAYLA MANCHEGO,3,303,MOQUEGUA,ALIANZA PARA EL PROGRESO
00002436,KARLA PATRICIA VALERIANO LOPEZ,4,178,MOQUEGUA,ALIANZA PARA EL PROGRESO
00002481,JUAN CIRILO PARDAVE ESTRELLA,1,968,PASCO,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00002353,MARTHA MELANIA GUTIERREZ BERNACHEA,2,595,PASCO,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00002354,MANUEL EVARISTO PILLACA LLOJLLA,3,377,PASCO,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00002355,BEATRIZ JULIA QUISPE AIBAR,4,288,PASCO,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00002356,JESUS HERMENEGILDO ECHEVARRIA LOPEZ,1,69,PASCO,PARTIDO NACIONALISTA PERUANO
00002357,ELSA ELENA ROJAS SOTO,2,23,PASCO,PARTIDO NACIONALISTA PERUANO
00002358,HECTOR FERNANDO LAZARO SAMANI,3,20,PASCO,PARTIDO NACIONALISTA PERUANO
00002359,ANGELA CRISELLY CABRERA CORDOVA,4,12,PASCO,PARTIDO NACIONALISTA PERUANO
00002380,  ,1,34,PASCO,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00002381,  ,2,27,PASCO,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00002382,TEOFILO VALLEJOS RAMOS,3,23,PASCO,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00002383,ISABEL ROXANA CCAHUANA BELITO,4,13,PASCO,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00002384,JANETH ROCIO AVELINO CASQUERO,1,933,PASCO,PARTIDO MORADO
00002385,BRAYAN ANTONIK MENDIETA NUÑEZ,2,627,PASCO,PARTIDO MORADO
00002386,DANITZA MARLENI MEDINA VELASQUEZ,3,751,PASCO,PARTIDO MORADO
00002387,JONAS ANGULO TRAVEZAÑO,4,"1,336",PASCO,PARTIDO MORADO
,,1,0,PASCO,PERU PATRIA SEGURA
,,2,0,PASCO,PERU PATRIA SEGURA
,,3,0,PASCO,PERU PATRIA SEGURA
,,4,0,PASCO,PERU PATRIA SEGURA
00002376,ISAAC RAUL HUAMALI SANCHEZ,1,"4,007",PASCO,VICTORIA NACIONAL
00002377,CLAUDIA CIRILA CALDERON GRIJALVA,2,491,PASCO,VICTORIA NACIONAL
00002378,MARCO ANTONIO MARTINEZ HURTADO,3,"3,429",PASCO,VICTORIA NACIONAL
00002379,MARGARITA SONIA RAMIREZ TAMAYO,4,197,PASCO,VICTORIA NACIONAL
00002364,  ,1,781,PASCO,ACCION POPULAR
00002365,OLGA IRENE CORDOVA VARGAS,2,827,PASCO,ACCION POPULAR
00002366,  ,3,477,PASCO,ACCION POPULAR
00002367,KARINA MARILU AGUILAR ALVAREZ,4,494,PASCO,ACCION POPULAR
,,1,0,PASCO,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
,,2,0,PASCO,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
,,3,0,PASCO,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
,,4,0,PASCO,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00002477,RONNAL WILLIAM CORDOVA LOPEZ,1,389,PASCO,PODEMOS PERU
00002478,LLISSETT MARJHORY GARRIDO ORTIZ,2,764,PASCO,PODEMOS PERU
00002479,JUAN CARLOS MARQUINA LUNA,3,107,PASCO,PODEMOS PERU
00002480,  ,4,57,PASCO,PODEMOS PERU
00002392,DARWIN BUSTILLOS SANCHEZ,1,699,PASCO,JUNTOS POR EL PERU
00002393,ERNA EVA GOMEZ ORTIZ,2,531,PASCO,JUNTOS POR EL PERU
00002394,  ,3,105,PASCO,JUNTOS POR EL PERU
00002395,FLOR ILLESCAS ROQUE,4,56,PASCO,JUNTOS POR EL PERU
00002461,VICTOR RAUL JANAMPA DOMINGUEZ,1,408,PASCO,PARTIDO POPULAR CRISTIANO - PPC
00002462,SONIA IPARRAGUIRRE MENDIOLA,2,47,PASCO,PARTIDO POPULAR CRISTIANO - PPC
00002463,REYNALDO RIGOBERTO VERA ROMERO,3,84,PASCO,PARTIDO POPULAR CRISTIANO - PPC
00002464,SONIA CELESTE VEGA ASENJO DE SALAS,4,8,PASCO,PARTIDO POPULAR CRISTIANO - PPC
00002360,  ,1,376,PASCO,FUERZA POPULAR
00002361,ADAN HABERSHON AGÜERO RICRA,2,469,PASCO,FUERZA POPULAR
00002362,FARA ARACELLI LOAYZA QUINTANILLA,3,130,PASCO,FUERZA POPULAR
00002363,LEOPOLDO MIGUEL PARIONA MINAYA,4,75,PASCO,FUERZA POPULAR
00002465,NILTON CESAR MEZA FRANCO,1,563,PASCO,UNION POR EL PERU
00002466,TEREZA SARMIENTO EUFRACIO,2,109,PASCO,UNION POR EL PERU
00002467,EFRAIN M PALACIOS RODRIGUEZ,3,80,PASCO,UNION POR EL PERU
00002468,PATRICIA VICENCIO RICRA,4,52,PASCO,UNION POR EL PERU
00002388,PERCY HERBERT OSORIO PALPAN,1,"2,390",PASCO,RENOVACION POPULAR
00002389,ARACELLI DEL ROSARIO ELENA CASTILLO NEYRA,2,283,PASCO,RENOVACION POPULAR
00002390,EDGARD ARIAS EÜES,3,666,PASCO,RENOVACION POPULAR
00002391,LISETH KARINA FABIAN MATOS,4,97,PASCO,RENOVACION POPULAR
00002368,CESAR AUGUSTO ATAHUAMAN CARHUACHAGUA,1,388,PASCO,RENACIMIENTO UNIDO NACIONAL
00002369,ALENI MAURICIO PALPAN,2,44,PASCO,RENACIMIENTO UNIDO NACIONAL
00002370,WILSON CONDOR CASACHAGUA,3,21,PASCO,RENACIMIENTO UNIDO NACIONAL
00002371,MARTHA HUAMAN VELASQUEZ,4,7,PASCO,RENACIMIENTO UNIDO NACIONAL
00002396,HECTOR ALFREDO ARAGON CASTAÑEDA,1,"2,090",PASCO,PARTIDO DEMOCRATICO SOMOS PERU
00002397,NANCY ZORAIDA DIAZ TAMARA,2,"1,334",PASCO,PARTIDO DEMOCRATICO SOMOS PERU
00002398,DIEGO MARTIN ZARATE ARIAS,3,"1,015",PASCO,PARTIDO DEMOCRATICO SOMOS PERU
00002399,LUCIA NILDA SINCHE SANTOS,4,320,PASCO,PARTIDO DEMOCRATICO SOMOS PERU
00002469,PASION NEOMIAS DAVILA ATANACIO,1,"3,387",PASCO,PARTIDO POLITICO NACIONAL PERU LIBRE
00002470,ROSARIO VANESSA RAMOS MACETAS,2,"1,178",PASCO,PARTIDO POLITICO NACIONAL PERU LIBRE
00002471,WALDYS RUMUALDO VILCAPOMA MANRIQUE,3,622,PASCO,PARTIDO POLITICO NACIONAL PERU LIBRE
00002472,ANJHELA GUISSEL PRIALE CONDORI,4,221,PASCO,PARTIDO POLITICO NACIONAL PERU LIBRE
00002473,CARLOS ALBERTO ARCE ALVAREZ,1,39,PASCO,DEMOCRACIA DIRECTA
00002474,  ,2,22,PASCO,DEMOCRACIA DIRECTA
00002475,  ,3,15,PASCO,DEMOCRACIA DIRECTA
00002476,  ,4,2,PASCO,DEMOCRACIA DIRECTA
00002372,NELCY LIDIA HEIDINGER BALLESTEROS,1,"1,074",PASCO,ALIANZA PARA EL PROGRESO
00002373,  ,2,330,PASCO,ALIANZA PARA EL PROGRESO
00002374,YANET KAREM TORRES MEZA,3,814,PASCO,ALIANZA PARA EL PROGRESO
00002375,FREDDY RONALD DIAZ MONAGO,4,"3,663",PASCO,ALIANZA PARA EL PROGRESO
00003038,  ,1,612,PIURA,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00003039,MIRIAM ELIZABETH CORDOVA MOSCOL,2,863,PIURA,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00003040,SEGUNDO LUIS ALBERTO SEMINARIO GARAVITO,3,934,PIURA,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00003041,DANI MARILI CHUQUIHUANGA ESPINOZA,4,210,PIURA,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00003042,ANIBAL MARTINEZ JUAREZ,5,665,PIURA,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00003043,FRANCISCA HILARIA MORALES TANTAJAYA,6,56,PIURA,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00003044,CARLOS DAVID FEBRES APARICIO,7,412,PIURA,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00003045,JUANA ASUNCIONA AYALA SILVA,8,91,PIURA,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00002982,SANTIAGO GASTAÑADUI RAMIREZ,1,504,PIURA,PARTIDO NACIONALISTA PERUANO
00002983,OLGA ALICIA AQUINO HUAMAN DE CORDOVA,2,259,PIURA,PARTIDO NACIONALISTA PERUANO
00002984,ISAIAS IPANAQUE SERNAQUE,3,678,PIURA,PARTIDO NACIONALISTA PERUANO
00002985,  ,4,97,PIURA,PARTIDO NACIONALISTA PERUANO
00002986,  ,5,40,PIURA,PARTIDO NACIONALISTA PERUANO
00002987,  ,6,19,PIURA,PARTIDO NACIONALISTA PERUANO
00002988,JUAN CARLOS GARCIA CRUZ,7,161,PIURA,PARTIDO NACIONALISTA PERUANO
00002989,MARIA CANDELARIA MENDOZA SANA,8,27,PIURA,PARTIDO NACIONALISTA PERUANO
00003014,CLAUDIO RAUL OCTAVIO ZAPATA GONZALES,1,305,PIURA,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00003015,  ,2,111,PIURA,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00003016,LELIS BENJAMIN REBOLLEDO HERRERA,3,821,PIURA,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00003017,GIOVANNA BRITT PEÑA CORREA,4,197,PIURA,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00003018,ARMANDO FRANCISCO ANCAJIMA JULIAN,5,67,PIURA,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00003019,  ,6,21,PIURA,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00003020,FELIX ERNESTO SOTO SAYAN,7,16,PIURA,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00003021,ENEIDA MILAGROS CERBELLON MERMA,8,14,PIURA,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00002408,KELLY ANN STEFANY MORILLAS BOGADO,1,"1,733",PIURA,PARTIDO MORADO
00002409,EDSON RAMON FLORES CASTILLO,2,"1,327",PIURA,PARTIDO MORADO
00002410,ESTELA ALICIA DOMINGUEZ PINTADO,3,"1,278",PIURA,PARTIDO MORADO
00002411,  ,4,286,PIURA,PARTIDO MORADO
00002412,YVY ELIZABETH MOGOLLON CRUZ,5,439,PIURA,PARTIDO MORADO
00002413,ENGEL ANTONIO ZURITA GARGUREVICH,6,589,PIURA,PARTIDO MORADO
00002414,ROSA MARIA CARLOTA DEL PINO ARROYO,7,475,PIURA,PARTIDO MORADO
00002415,LUIS BELISARIO RIVERA RAMOS,8,"1,036",PIURA,PARTIDO MORADO
00002974,  ,1,0,PIURA,PERU PATRIA SEGURA
00002975,  ,2,0,PIURA,PERU PATRIA SEGURA
00002976,  ,3,0,PIURA,PERU PATRIA SEGURA
00002977,  ,4,0,PIURA,PERU PATRIA SEGURA
00002978,  ,5,0,PIURA,PERU PATRIA SEGURA
00002979,  ,6,0,PIURA,PERU PATRIA SEGURA
00002980,  ,7,0,PIURA,PERU PATRIA SEGURA
00002981,  ,8,0,PIURA,PERU PATRIA SEGURA
00003030,MARVIN HERBERT BANCAYAN FIESTAS,1,"2,074",PIURA,VICTORIA NACIONAL
00003031,DUDLEY PAQUITA MARTINEZ GOMEZ,2,"2,073",PIURA,VICTORIA NACIONAL
00003032,JAVIER RICARDO TRELLES CRISANTO,3,"2,042",PIURA,VICTORIA NACIONAL
00003033,  ,4,171,PIURA,VICTORIA NACIONAL
00003034,GUILLERMO CARLOS TAVARA POLO,5,401,PIURA,VICTORIA NACIONAL
00003035,MAGDALENA JACQUELINE SALAZAR SANTUR,6,415,PIURA,VICTORIA NACIONAL
00003036,  ,7,122,PIURA,VICTORIA NACIONAL
00003037,  ,8,37,PIURA,VICTORIA NACIONAL
00003022,ANGELA OLIBIA PULACHE JIMENEZ,1,"3,339",PIURA,ACCION POPULAR
00003023,VICTOR AUGUSTO CHANDUVI PINTADO,2,"2,542",PIURA,ACCION POPULAR
00003024,MARITZA DORALINDA GIL ORDINOLA,3,"2,972",PIURA,ACCION POPULAR
00003025,  ,4,291,PIURA,ACCION POPULAR
00003026,NANCY VICENTE JIMENEZ,5,708,PIURA,ACCION POPULAR
00003027,RAMON AGUSTIN CASTRO RAMIREZ,6,529,PIURA,ACCION POPULAR
00003028,  ,7,121,PIURA,ACCION POPULAR
00003029,FELIPE RAMOS MOSCOL,8,173,PIURA,ACCION POPULAR
00002400,JOSE PRAXEDES FERIA MADRID,1,"3,775",PIURA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00002401,DIANA CAROLINA FLORES LOPEZ,2,"2,077",PIURA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00002402,ENVER LUIS FLORES OJEDA,3,"1,595",PIURA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00002403,  ,4,319,PIURA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00002404,JHON SILVA LECCA,5,937,PIURA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00002405,PATRICIA ESTRADA HUANCAS,6,690,PIURA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00002406,JORGE EDUARDO SEMINARIO SALAZAR,7,"1,717",PIURA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00002407,ANA CLAUDIA BARBOZA GUTIERREZ,8,307,PIURA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00002990,  ,1,"3,143",PIURA,PODEMOS PERU
00002991,SUSANA CAROLINA GUTIERREZ RIVERA,2,"2,455",PIURA,PODEMOS PERU
00002992,LEONIDAS HUAYAMA NEIRA,3,"3,250",PIURA,PODEMOS PERU
00002993,EGDORA PETRONILA RIVERA DELGADO,4,588,PIURA,PODEMOS PERU
00002994,EDGAR JAVIER TAVARA POLO,5,399,PIURA,PODEMOS PERU
00002995,FIORELA JUSETTE MELGAR GALVEZ,6,118,PIURA,PODEMOS PERU
00002996,JOSE GUILLERMO RODRIGUEZ SANCHEZ,7,339,PIURA,PODEMOS PERU
00002997,LIZBETH ROXANA GONZALES FLORES,8,56,PIURA,PODEMOS PERU
00002416,JORGE YSMAEL DAVALOS CORDOVA,1,"4,301",PIURA,JUNTOS POR EL PERU
00002935,MARGARITA HERMINIA TAVARA VALLADOLID,2,"2,447",PIURA,JUNTOS POR EL PERU
00002936,JONATHAN HAROLD CORONADO FLORES,3,"2,795",PIURA,JUNTOS POR EL PERU
00002937,NANCY AMANDA MEJIA DE GALAN,4,448,PIURA,JUNTOS POR EL PERU
00002938,MIGUEL SILVA HUERTAS,5,751,PIURA,JUNTOS POR EL PERU
00002939,ELSA DORIS MORMONTOY MENDOZA,6,264,PIURA,JUNTOS POR EL PERU
00002940,VLADIMIR SANTOS CRISANTO PLASENCIA,7,317,PIURA,JUNTOS POR EL PERU
00002941,  ,8,36,PIURA,JUNTOS POR EL PERU
00002942,  ,1,432,PIURA,PARTIDO POPULAR CRISTIANO - PPC
00002943,PAULA DEL SOCORRO JAIME CHUMACERO,2,368,PIURA,PARTIDO POPULAR CRISTIANO - PPC
00002944,PEDRO PEÑA JIMENEZ,3,"1,427",PIURA,PARTIDO POPULAR CRISTIANO - PPC
00002945,  ,4,292,PIURA,PARTIDO POPULAR CRISTIANO - PPC
00002946,LUIS ALBERTO SARANGO SEMINARIO,5,373,PIURA,PARTIDO POPULAR CRISTIANO - PPC
00002947,MAGDALENA DEL PILAR TRELLES RAMIREZ,6,72,PIURA,PARTIDO POPULAR CRISTIANO - PPC
00002948,JAVIER MARTIN GALLO CARRILLO,7,302,PIURA,PARTIDO POPULAR CRISTIANO - PPC
00002949,  ,8,27,PIURA,PARTIDO POPULAR CRISTIANO - PPC
00002998,EDUARDO ENRIQUE CASTILLO RIVAS,1,"4,345",PIURA,FUERZA POPULAR
00002999,CRUZ MARIA ZETA CHUNGA,2,"5,988",PIURA,FUERZA POPULAR
00003000,ALEXANDER GALLARDO SANDOVAL,3,"2,487",PIURA,FUERZA POPULAR
00003001,EVITA MARIA OJEDA CELI,4,"1,659",PIURA,FUERZA POPULAR
00003002,CESAR MANUEL REVILLA VILLANUEVA,5,"3,785",PIURA,FUERZA POPULAR
00003003,GLORIA INDIRA ESTRELLA OCAÑA,6,376,PIURA,FUERZA POPULAR
00003004,MARVIN ALBERTO ALVAREZ ARECHAGA,7,"3,383",PIURA,FUERZA POPULAR
00003005,  ,8,163,PIURA,FUERZA POPULAR
00003327,ALEJANDRO VILCHEZ PARDO,1,329,PIURA,UNION POR EL PERU
00003328,  ,2,144,PIURA,UNION POR EL PERU
00003329,  ,3,82,PIURA,UNION POR EL PERU
00003330,LUZ MARIA CUNIA QUEVEDO,4,78,PIURA,UNION POR EL PERU
00003331,MIGUEL ANIBAL SERNAQUE MARQUEZ,5,77,PIURA,UNION POR EL PERU
00003332,FLOR DE MARIA SALVADOR PEÑA,6,26,PIURA,UNION POR EL PERU
00003333,JORGE ALBERTO LOVON CUEVA,7,160,PIURA,UNION POR EL PERU
00003334,EVELYN LISETH SOLUCO CHIROQUE,8,60,PIURA,UNION POR EL PERU
00002950,MIGUEL ANGEL CICCIA VASQUEZ,1,"5,694",PIURA,RENOVACION POPULAR
00002951,ISABEL ALBINA NAJARRO HUAPAYA,2,"2,734",PIURA,RENOVACION POPULAR
00002952,CARLOS ALFREDO LAOS INCIO,3,"1,117",PIURA,RENOVACION POPULAR
00002953,CARMEN DOLORES FARFAN GARATE,4,"1,095",PIURA,RENOVACION POPULAR
00002954,CARLOS GABRIEL NAVARRO AZABACHE,5,789,PIURA,RENOVACION POPULAR
00002955,RITA NAHOMI PULACHE ORDINOLA,6,831,PIURA,RENOVACION POPULAR
00002956,JHERSON JOSE ATOCHE CHUNGA,7,"1,267",PIURA,RENOVACION POPULAR
00002957,MARIA LUCIA HERRERA RUESTA,8,805,PIURA,RENOVACION POPULAR
00002958,SANDRITA MARIA CORDOVA OJEDA,1,429,PIURA,RENACIMIENTO UNIDO NACIONAL
00002959,JOHNNY DE LOS MILAGROS MENDOZA CHAVEZ,2,458,PIURA,RENACIMIENTO UNIDO NACIONAL
00002960,CLAUSSIA PAMELA COLUMBUS PIÑARRETA,3,156,PIURA,RENACIMIENTO UNIDO NACIONAL
00002961,PACO EBERTO CARRION PEÑA,4,174,PIURA,RENACIMIENTO UNIDO NACIONAL
00002962,  ,5,42,PIURA,RENACIMIENTO UNIDO NACIONAL
00002963,ULISES GILBONIO QUISPE,6,19,PIURA,RENACIMIENTO UNIDO NACIONAL
00002964,MARIA ANGELICA SALVATIERRA MERCADO,7,9,PIURA,RENACIMIENTO UNIDO NACIONAL
00002965,  ,8,4,PIURA,RENACIMIENTO UNIDO NACIONAL
00003054,WILMAR ALBERTO ELERA GARCIA,1,"6,245",PIURA,PARTIDO DEMOCRATICO SOMOS PERU
00003055,JUANA LORENA PRADO BARRANTES,2,"2,017",PIURA,PARTIDO DEMOCRATICO SOMOS PERU
00003056,JOSE BERNARDO PAZO NUNURA,3,"4,459",PIURA,PARTIDO DEMOCRATICO SOMOS PERU
00003057,HEYDY ELIZABET CHINCHAY GARCIA,4,"1,117",PIURA,PARTIDO DEMOCRATICO SOMOS PERU
00003058,LUIS ELIBERTO CHUMACERO CRUZ,5,"1,749",PIURA,PARTIDO DEMOCRATICO SOMOS PERU
00003059,NOA MAGALY LALUPU PANDURO,6,230,PIURA,PARTIDO DEMOCRATICO SOMOS PERU
00003060,YIMY ENRIQUE GRANDA MARCHAN,7,490,PIURA,PARTIDO DEMOCRATICO SOMOS PERU
00003061,ROSA MARIA ALEJANDRA SAMANIEGO ESCUDERO DE PARDO,8,104,PIURA,PARTIDO DEMOCRATICO SOMOS PERU
00003006,  ,1,0,PIURA,PARTIDO POLITICO NACIONAL PERU LIBRE
00003007,  ,2,0,PIURA,PARTIDO POLITICO NACIONAL PERU LIBRE
00003008,  ,3,0,PIURA,PARTIDO POLITICO NACIONAL PERU LIBRE
00003009,  ,4,0,PIURA,PARTIDO POLITICO NACIONAL PERU LIBRE
00003010,  ,5,0,PIURA,PARTIDO POLITICO NACIONAL PERU LIBRE
00003011,  ,6,0,PIURA,PARTIDO POLITICO NACIONAL PERU LIBRE
00003012,  ,7,0,PIURA,PARTIDO POLITICO NACIONAL PERU LIBRE
00003013,  ,8,0,PIURA,PARTIDO POLITICO NACIONAL PERU LIBRE
00002966,VICTOR ANDRES COLUMBUS TAVARA,1,226,PIURA,DEMOCRACIA DIRECTA
00002967,NELLY ELVIRA BRICEÑO GARCIA,2,85,PIURA,DEMOCRACIA DIRECTA
00002968,  ,3,55,PIURA,DEMOCRACIA DIRECTA
00002969,  ,4,24,PIURA,DEMOCRACIA DIRECTA
00002970,  ,5,35,PIURA,DEMOCRACIA DIRECTA
00002971,  ,6,7,PIURA,DEMOCRACIA DIRECTA
00002972,  ,7,15,PIURA,DEMOCRACIA DIRECTA
00002973,LEIDA EMERITA MURO CHIROQUE,8,8,PIURA,DEMOCRACIA DIRECTA
00003046,CESAR AUGUSTO REYES PEÑA,1,"6,728",PIURA,ALIANZA PARA EL PROGRESO
00003047,HEIDY LISBETH JUAREZ CALLE,2,"11,834",PIURA,ALIANZA PARA EL PROGRESO
00003048,IDELSO MANUEL GARCIA CORREA,3,"8,179",PIURA,ALIANZA PARA EL PROGRESO
00003049,ADELA YRENE CORDOVA ALCARAZO,4,"2,492",PIURA,ALIANZA PARA EL PROGRESO
00003050,CESAR AUGUSTO CORREA ATOCHE,5,"1,923",PIURA,ALIANZA PARA EL PROGRESO
00003051,MAYRA VIRGINIA PAZO VALDIVIEZO,6,"2,730",PIURA,ALIANZA PARA EL PROGRESO
00003052,MARCO ANTONIO MERINO ARIAS,7,963,PIURA,ALIANZA PARA EL PROGRESO
00003053,SUZANNE DAPHNE MEJIA LUNA,8,616,PIURA,ALIANZA PARA EL PROGRESO
00003128,HUNGRIA REYNA CALDERON MAMANI,1,"3,944",PUNO,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00003129,WILEBALDO BLAIR TICONA ADUVIRI,2,"4,108",PUNO,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00003130,SARA ANA LUQUE PEREZ,3,"5,028",PUNO,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00003131,RAUL ANGEL ILAITA TICONA,4,"3,534",PUNO,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00003132,CARLOTA ESPINOZA MALLEA,5,"1,310",PUNO,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00003133,WILLY JAVIER LLANOS ALMOGUERA,6,"1,210",PUNO,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00003164,ROSA LUZ MAMANI QUISPE,1,787,PUNO,PARTIDO NACIONALISTA PERUANO
00003165,  ,2,255,PUNO,PARTIDO NACIONALISTA PERUANO
00003166,JUANA RAMOS CCARCCASI,3,175,PUNO,PARTIDO NACIONALISTA PERUANO
00003167,  ,4,92,PUNO,PARTIDO NACIONALISTA PERUANO
00003168,LUCELIA YULIANA CHINO QUENTA,5,145,PUNO,PARTIDO NACIONALISTA PERUANO
00003169,  ,6,41,PUNO,PARTIDO NACIONALISTA PERUANO
00003140,HUGO CONDORI LLANOS,1,"1,993",PUNO,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
